object_id,object_category,object_type,dec,ra,proper_names,bayer_designation,flamsteed_designation,hipparcos_number,hd_number,messier_number,caldwell_number,ngc_number,ic_number,constellations_abbreviations,mag,bv,distance,colour
303,Star,Unknown,27.88633041,0.25242746,,,,84,,,,,,Peg,9.61,0.852,,
304,Star,Unknown,-24.71404783,0.25613701,,,,85,,,,,,Cet,10.62,0.359,,
305,Star,Unknown,69.60350479,0.26046303,,,,86,,,,,,Cep,8.05,0.018,,
306,Star,Unknown,-5.83500221,0.26149643,,,,87,,,,,,Psc,7.8,0.43,,
307,Star,Unknown,-48.8098756,0.26909344,,tau Phe,,88,,,,,,Phe,5.71,0.911,,
308,Star,Unknown,53.1669426,0.27715454,,,,89,,,,,,Cas,7.87,1.566,,
309,Star,Unknown,-41.88754391,0.28008183,,,,90,,,,,,Phe,7.64,0.5,,
310,Star,Unknown,-5.87434773,0.28053082,,,,91,,,,,,Psc,7.66,1.3,,
311,Star,Unknown,-20.70554966,0.2906966,,,,92,,,,,,Cet,8.68,0.944,,
312,Star,Unknown,-0.07609845,0.29235608,,,,93,,,,,,Psc,8.12,0.619,,
313,Star,Unknown,-32.75683653,0.29499845,,,,94,,,,,,Scl,10.1,0.644,,
314,Star,Unknown,-11.96403357,0.30201413,,,,95,,,,,,Cet,8.67,0.513,,
315,Star,Unknown,13.9750881,0.30494514,,,,96,,,,,,Peg,10.46,1.36,,
316,Star,Unknown,-52.79857541,0.30716971,,,,98,,,,,,Phe,9.87,0.551,,
317,Star,Unknown,-21.40404233,0.3073815,,,,97,,,,,,Cet,9.48,0.53,,
318,Star,Unknown,60.35528221,0.31606323,,,,99,,,,,,Cas,7.04,2.835,,
319,Star,Unknown,19.74124322,0.31637606,,,,100,,,,,,Peg,8.44,0.898,,
320,Star,Unknown,-47.79383145,0.3197098,,,,101,,,,,,Phe,9.88,0.509,,
321,Star,Unknown,-41.48743739,0.32048758,,,,102,,,,,,Phe,7.05,1.55,,
322,Star,Unknown,-68.37112748,0.32207502,,,,103,,,,,,Tuc,8.29,0.538,,
323,Star,Unknown,-31.89961853,0.32662431,,,,104,,,,,,Scl,9.34,0.543,,
324,Star,Unknown,70.92893785,0.32780793,,,,105,,,,,,Cep,7.73,0.455,,
325,Star,Unknown,49.98155781,0.33021487,,,,106,,,,,,Cas,6.22,0.97,,
326,Star,Unknown,-50.33737333,0.33383021,,,,107,,,,,,Phe,5.53,1.615,,
327,Star,Unknown,-70.12527188,0.33664439,,,,108,,,,,,Tuc,8.53,1.315,,
328,Star,Unknown,6.79146987,0.34659447,,,,109,,,,,,Psc,7.23,0.388,,
329,Star,Unknown,39.6107174,0.34861376,,,,110,,,,,,And,8.61,0.787,,
330,Star,Unknown,34.28184822,0.34984681,,,,111,,,,,,And,11.28,1.308,,
331,Star,Unknown,-16.94844609,0.35767634,,,,112,,,,,,Cet,10.76,1.384,,
332,Star,Unknown,49.01040602,0.36561966,,,,113,,,,,,Cas,8.93,0.021,,
333,Star,Unknown,30.73578537,0.37164702,,,,114,,,,,,Peg,7.95,0.654,,
334,Star,Unknown,-62.92313043,0.37258484,,,,115,,,,,,Tuc,7.46,0.16,,
335,Star,Unknown,-33.79277101,0.37532319,,,,116,,,,,,Scl,8.6,0.435,,
336,Star,Unknown,-72.60589935,0.38055656,,,,117,,,,,,Tuc,8.55,1.093,,
337,Star,Unknown,-9.43003328,0.38659514,,,,118,,,,,,Cet,9.2,0.606,,
338,Star,Unknown,44.67540116,0.39016602,,,,119,,,,,,And,6.82,1.071,,
339,Star,Unknown,-45.34475878,0.39592082,,,,120,,,,,,Phe,8.29,1.183,,
340,Star,Unknown,28.42369128,0.39642463,,,,121,,,,,,Peg,6.83,1.197,,
341,Star,Unknown,-77.06572447,0.39876554,,tet Oct,,122,,,,,,Oct,4.78,1.254,,
342,Star,Unknown,72.23661528,0.39988475,,,,123,,,,,,Cep,7.21,1.169,,
343,Star,Unknown,61.2228008,0.40423123,,,,124,,,,,,Cas,5.58,0.407,,
344,Star,Unknown,-39.33674829,0.40467015,,,,125,,,,,,Scl;Phe,8.7,0.366,,
345,Star,Unknown,14.63232402,0.40882673,,,,126,,,,,,Peg,8.06,0.969,,
346,Star,Unknown,-48.93561927,0.41224611,,,,127,,,,,,Phe,10.86,0.942,,
347,Star,Unknown,73.6118466,0.41441548,,,,128,,,,,,Cep,6.5,0.182,,
348,Star,Unknown,5.37280823,0.41561535,,,,129,,,,,,Psc,9.32,0.559,,
349,Star,Unknown,-30.69253681,0.41829818,,,,130,,,,,,Scl,9.14,1.08,,
350,Star,Unknown,62.01808739,0.41986828,,,,131,,,,,,Cas,8.13,0.2,,
351,Star,Unknown,-34.65354522,0.42202106,,,,132,,,,,,Scl,10.62,0.358,,
352,Star,Unknown,-40.14870204,0.42347606,,,,133,,,,,,Phe,6.62,0.545,,
353,Star,Unknown,-1.1399598,0.42519683,,,,134,,,,,,Psc,9.96,0.264,,
354,Star,Unknown,-0.21777675,0.42679631,,,,135,,,,,,Psc,8.64,0.62,,
355,Star,Unknown,24.25311272,0.42869158,,,,136,,,,,,Peg,6.6,1.153,,
356,Star,Unknown,42.36714391,0.43270606,,,,137,,,,,,And,6.25,-0.042,,
357,Star,Unknown,-16.5316612,0.43744428,,,,138,,,,,,Cet,7.83,1.074,,
358,Star,Unknown,67.50697513,0.44526953,,,,139,,,,,,Cep,10.03,1.289,,
359,Star,Unknown,-68.10489746,0.45333249,,,,140,,,,,,Tuc,9.04,0.546,,
360,Star,Unknown,36.35035821,0.45349432,,,,141,,,,,,And,8.47,1.35,,
361,Star,Unknown,66.30603196,0.45377733,,,,142,,,,,,Cas,7.33,0.73,,
362,Star,Unknown,76.1755975,0.45527839,,,,144,,,,,,Cep,8.66,1.364,,
363,Star,Unknown,21.46250254,0.4556469,,,,143,,,,,,Peg,10.35,1.033,,
364,Star,Unknown,-3.02750382,0.45603512,,,29 Psc,145,,,,,,Psc,5.13,-0.128,,
365,Star,Unknown,-25.79852585,0.45583888,,,,146,,,,,,Scl,8.96,0.306,,
366,Star,Unknown,21.02623628,0.46605992,,,,147,,,,,,Peg,8.49,1.569,,
367,Star,Unknown,26.00404934,0.47784764,,,,149,,,,,,Peg,11.26,0.932,,
368,Star,Unknown,15.52854154,0.47882106,,,,148,,,,,,Peg,8.15,0.584,,
369,Star,Unknown,-37.22995274,0.4803049,,,,150,,,,,,Scl,7.04,1.06,,
370,Star,Unknown,-28.13094807,0.48441895,,,,152,,,,,,Scl,10.02,0.456,,
371,Star,Unknown,12.654888,0.48451136,,,,153,,,,,,Peg,8.9,0.459,,
372,Star,Unknown,-41.61377446,0.48487414,,,,151,,,,,,Phe,7.78,0.411,,
373,Star,Unknown,-6.01407212,0.490079,,,30 Psc,154,,,,,,Psc,4.37,1.631,,
374,Star,Unknown,46.26915575,0.49119228,,,,155,,,,,,And,9.93,0.283,,
375,Star,Unknown,63.35782626,0.49693015,,,,156,,,,,,Cas,8.6,0.1,,
376,Star,Unknown,-5.21392543,0.50042391,,,,157,,,,,,Psc,8.51,0.903,,
377,Star,Unknown,-37.90187789,0.500846,,,,158,,,,,,Scl,7.09,0.999,,
378,Star,Unknown,-2.76617076,0.51090686,,,,159,,,,,,Psc,6.93,0.292,,
379,Star,Unknown,-69.26919827,0.5118149,,,,160,,,,,,Tuc,8.68,-0.052,,
380,Star,Unknown,33.69595795,0.51241249,,,,161,,,,,,And,8.98,1.5,,
381,Star,Unknown,27.11860266,0.51335418,,,,162,,,,,,Peg,9.84,0.696,,
382,Star,Unknown,-30.68522817,0.51719002,,,,163,,,,,,Scl,8.98,0.107,,
383,Star,Unknown,59.9401017,0.51913604,,,,164,,,,,,Cas,7.98,0.97,,
384,Star,Unknown,-22.32748652,0.51973254,,,,165,,,,,,Cet,10.16,0.45,,
385,Star,Unknown,-56.51493086,0.52131713,,,,166,,,,,,Phe,8.86,0.66,,
386,Star,Unknown,39.18320298,0.5278262,,,,167,,,,,,And,8.58,0.06,,
387,Star,Unknown,-2.82007225,0.53342869,,,,168,,,,,,Psc,9.56,1.113,,
388,Star,Unknown,-68.28076934,0.53638347,,,,169,,,,,,Tuc,9.24,1.39,,
389,Star,Unknown,-20.87166237,0.53760041,,,,170,,,,,,Cet,9.63,0.509,,
390,Star,Unknown,27.08225603,0.54231321,,,85 Peg,171,,,,,,Peg,5.8,0.69,,
391,Star,Unknown,67.40895248,0.54287145,,,,172,,,,,,Cep,9.05,0.976,,
392,Star,Unknown,47.57720574,0.54956853,,,,173,,,,,,And,8.45,0.248,,
393,Star,Unknown,59.96533801,0.55164054,,,,174,,,,,,Cas,8.86,1.035,,
394,Star,Unknown,49.77108613,0.55240791,,,,175,,,,,,Cas,7.84,0.923,,
395,Star,Unknown,44.42826215,0.55339881,,,,176,,,,,,And,8.86,0.53,,
396,Star,Unknown,-11.96435201,0.56022766,,,,177,,,,,,Cet,8.93,0.172,,
397,Star,Unknown,-27.13515294,0.56806828,,,,178,,,,,,Scl,7.97,0.556,,
398,Star,Unknown,-13.40743745,0.56951496,,,,179,,,,,,Cet,6.9,0.534,,
399,Star,Unknown,-9.17492787,0.57091201,,,,180,,,,,,Cet,8.47,1.171,,
400,Star,Unknown,60.70316774,0.57377241,,,,181,,,,,,Cas,6.77,1.832,,
401,Star,Unknown,52.58640676,0.58119521,,,,182,,,,,,Cas,8.55,1.004,,
402,Star,Unknown,-29.72041402,0.58300278,,zet Scl,,183,,,,,,Scl,5.04,-0.15,,
403,Star,Unknown,11.00623589,0.58976909,,,,184,,,,,,Peg,8.48,0.888,,
404,Star,Unknown,10.78536258,0.59003804,,,,185,,,,,,Peg,8.53,0.53,,
405,Star,Unknown,8.95682361,0.60069578,,,31 Psc,186,,,,,,Psc,6.33,0.182,,
406,Star,Unknown,-6.05927004,0.6022829,,,,187,,,,,,Psc,8.99,0.5,,
407,Star,Unknown,6.33301295,0.60269378,,,,188,,,,,,Psc,8.64,0.488,,
408,Star,Unknown,54.13513943,0.60523349,,,,189,,,,,,Cas,9.55,0.237,,
409,Star,Unknown,10.77636367,0.60543412,,,,190,,,,,,Peg,8.74,0.57,,
410,Star,Unknown,-46.02889583,0.61296062,,,,191,,,,,,Phe,12.43,1.49,,
411,Star,Unknown,8.39385941,0.61982682,,,,192,,,,,,Psc,8.16,1.032,,
412,Star,Unknown,-39.21259132,0.6217302,,,,193,,,,,,Scl,9.46,0.944,,
413,Star,Unknown,8.48546309,0.62375948,,c Psc,32 Psc,194,,,,,,Psc,5.7,0.315,,
414,Star,Unknown,47.42289022,0.62578106,,,,195,,,,,,And,7.62,0.517,,
415,Star,Unknown,51.82997606,0.62700573,,,,196,,,,,,Cas,8.95,1.677,,
416,Star,Unknown,42.14777942,0.63230374,,,,197,,,,,,And,8.97,0.952,,
417,Star,Unknown,15.33517277,0.63274867,,,,198,,,,,,Peg,8.94,0.276,,
418,Star,Unknown,16.25656482,0.63500427,,,,199,,,,,,Peg,7.24,0.074,,
419,Star,Unknown,-33.99263266,0.635489,,,,200,,,,,,Scl,10.32,0.323,,
420,Star,Unknown,18.6834067,0.63928016,,,,201,,,,,,Peg,8.24,0.474,,
421,Star,Unknown,54.55213943,0.6417406,,,,202,,,,,,Cas,8.62,0.303,,
422,Star,Unknown,-15.83125154,0.64228628,,,,203,,,,,,Cet,9.18,0.981,,
423,Star,Unknown,-43.94792912,0.64522599,,,,204,,,,,,Phe,8.53,1.274,,
424,Star,Unknown,-5.18665127,0.64565065,,,,205,,,,,,Psc,8.54,0.384,,
425,Star,Unknown,18.83604389,0.64679242,,,,206,,,,,,Peg,8.56,0.436,,
426,Star,Unknown,-67.63428758,0.65006817,,,,208,,,,,,Tuc,9.41,0.967,,
427,Star,Unknown,66.09896618,0.65036241,,,,207,,,,,,Cas,5.87,1.073,,
428,Star,Unknown,66.10039934,0.66020813,,,,209,,,,,,Cas,7.2,0.085,,
429,Star,Unknown,-8.48795514,0.66214199,,,,210,,,,,,Cet,9.05,0.47,,
430,Star,Unknown,-37.9477206,0.66322162,,,,211,,,,,,Scl,9.52,0.832,,
431,Star,Unknown,-29.07524751,0.66350951,,,,212,,,,,,Scl,10.24,0.318,,
432,Star,Unknown,51.47240065,0.66703053,,,,213,,,,,,Cas,7.7,1.003,,
433,Star,Unknown,28.54222129,0.66917249,,,,214,,,,,,Peg,8.17,0.29,,
434,Star,Unknown,82.97320207,0.6741996,,,,217,,,,,,Cep,7.29,0.118,,
435,Star,Unknown,75.03621111,0.6745288,,,,215,,,,,,Cep,9.26,1.8,,
436,Star,Unknown,42.92064866,0.67688309,,,,216,,,,,,And,7.94,0.016,,
437,Star,Unknown,-57.63367009,0.67962752,,,,218,,,,,,Phe,8.42,1.005,,
438,Star,Unknown,6.03440041,0.69030731,,,,219,,,,,,Psc,8.56,0.602,,
439,Star,Unknown,35.81546717,0.69178071,,,,220,,,,,,And,7.52,0.18,,
440,Star,Unknown,80.28228312,0.69389968,,,,221,,,,,,Cep,7.74,0.483,,
441,Star,Unknown,-40.98322936,0.69447094,,,,222,,,,,,Phe,8.85,1.113,,
442,Star,Unknown,3.86041554,0.69625925,,,,224,,,,,,Psc,9.01,1.01,,
443,Star,Unknown,2.13015466,0.69656258,,,,223,,,,,,Psc,7.17,0.617,,
444,Star,Unknown,-15.0405427,0.70011748,,,,225,,,,,,Cet,9.04,0.489,,
445,Star,Unknown,-24.94529819,0.70045771,,,,226,,,,,,Scl,10.3,0.254,,
446,Star,Unknown,80.28657864,0.70486772,,,,227,,,,,,Cep,9.86,0.442,,
447,Star,Unknown,28.25190494,0.71026643,,,,228,,,,,,Peg,7.64,0.532,,
448,Star,Unknown,47.25226828,0.71400195,,,,229,,,,,,And,8.27,0.128,,
449,Star,Unknown,30.33654203,0.71588439,,,,230,,,,,,Peg,8.44,0.423,,
450,Star,Unknown,-58.78139811,0.72376531,,,,231,,,,,,Tuc,9.58,0.5,,
451,Star,Unknown,-30.1497729,0.73011815,,,,232,,,,,,Scl,8.43,0.007,,
452,Star,Unknown,71.35851633,0.73192307,,,,233,,,,,,Cep,8.49,1.18,,
453,Star,Unknown,70.23800039,0.73360898,,,,234,,,,,,Cep,9.64,0.31,,
454,Star,Unknown,71.3680304,0.73645358,,,,235,,,,,,Cep,9.17,1.222,,
455,Star,Unknown,-0.89387393,0.73786383,,,,236,,,,,,Psc,8.09,1.26,,
456,Star,Unknown,-39.52741249,0.73930196,,,,237,,,,,,Phe,9,0.903,,
457,Star,Unknown,-20.04588213,0.73953381,,,,238,,,,,,Cet,6.25,0.526,,
458,Star,Unknown,3.38193212,0.74318627,,,,239,,,,,,Psc,8.56,0.521,,
459,Star,Unknown,9.79523094,0.74372989,,,,240,,,,,,Psc,10.81,0.565,,
460,Star,Unknown,9.13827954,0.75201949,,,,241,,,,,,Psc,8.76,1.01,,
461,Star,Unknown,-34.74393947,0.75223058,,,,242,,,,,,Scl,7.76,0.967,,
462,Star,Unknown,-60.69190077,0.75334939,,,,243,,,,,,Tuc,7.82,1.041,,
463,Star,Unknown,39.9951445,0.75887055,,,,244,,,,,,And,7.9,0.668,,
464,Star,Unknown,-7.81551702,0.76373457,,,,245,,,,,,Cet,8.52,1.036,,
465,Star,Unknown,56.73329801,0.76447389,,,,246,,,,,,Cas,9.73,0.99,,
466,Star,Unknown,8.26129265,0.76543539,,,,247,,,,,,Psc,9.19,0.346,,
467,Star,Unknown,8.27068331,0.76566312,,,,248,,,,,,Psc,8.1,0.342,,
468,Star,Unknown,31.87008299,0.77422454,,,,249,,,,,,Peg,8.75,0.552,,
469,Star,Unknown,52.46512853,0.77428517,,,,250,,,,,,Cas,8.14,0.88,,
470,Star,Unknown,-25.26111411,0.77533062,,,,251,,,,,,Scl,8.65,1.349,,
471,Star,Unknown,29.48597889,0.77963675,,,,252,,,,,,Peg,10.3,1.082,,
472,Star,Unknown,-24.14514551,0.78273045,,,,253,,,,,,Cet,6.46,1.176,,
473,Star,Unknown,42.74790772,0.78477808,,,,254,,,,,,And,6.73,0.051,,
474,Star,Unknown,-24.58825825,0.79466388,,,,255,,,,,,Cet,7.96,0.421,,
475,Star,Unknown,54.51577435,0.79660051,,,,256,,,,,,Cas,9.53,0.461,,
476,Star,Unknown,-31.21238392,0.80306808,,,,257,,,,,,Scl,8.87,0.081,,
477,Star,Unknown,17.55226848,0.80547707,,,,258,,,,,,Peg,6.59,1.122,,
478,Star,Unknown,48.72229408,0.80590428,,,,259,,,,,,Cas;And,8.65,1.455,,
479,Star,Unknown,-55.4050706,0.81722957,,,,260,,,,,,Phe,9.64,0.432,,
480,Star,Unknown,-23.6154345,0.82053483,,,,261,,,,,,Cet,9.15,0.424,,
481,Star,Unknown,32.84586402,0.82594644,,,,262,,,,,,And,9.04,0.422,,
482,Star,Unknown,4.68692819,0.82917824,,,,263,,,,,,Psc,12.04,1.473,,
483,Star,Unknown,38.2440121,0.83207677,,,,264,,,,,,And,8.42,1.174,,
484,Star,Unknown,-11.94536721,0.83533249,,,,266,,,,,,Cet,8.09,1.125,,
485,Star,Unknown,-64.47609487,0.83538029,,,,265,,,,,,Tuc,9.06,1.688,,
486,Star,Unknown,-4.14575712,0.83535529,,,,267,,,,,,Psc,8.09,0.455,,
487,Star,Unknown,59.07860511,0.8417885,,,,268,,,,,,Cas,8.18,1.462,,
488,Star,Unknown,23.57503442,0.84202483,,,,269,,,,,,Peg,8.77,1.125,,
489,Star,Unknown,73.17449682,0.84986829,,,,270,,,,,,Cep,7.36,0.146,,
490,Star,Unknown,-35.96516429,0.85283749,,,,271,,,,,,Scl,9.16,0.232,,
491,Star,Unknown,-26.41518524,0.85555187,,,,272,,,,,,Scl,8.82,0.979,,
492,Star,Unknown,-46.83097254,0.85686239,,,,273,,,,,,Phe,11.14,0.041,,
493,Star,Unknown,63.64051986,0.85713616,,,,274,,,,,,Cas,6.24,0.332,,
494,Star,Unknown,-29.00066262,0.8576069,,,,275,,,,,,Scl,9.44,0.439,,
495,Star,Unknown,20.6655296,0.85806046,,,,276,,,,,,Peg,7.49,0.636,,
496,Star,Unknown,-36.25119274,0.85949749,,,,277,,,,,,Scl,6.96,0.353,,
497,Star,Unknown,55.55090041,0.86311523,,,,278,,,,,,Cas,7.94,-0.023,,
498,Star,Unknown,62.35780623,0.86376741,,,,279,,,,,,Cas,8.69,0.12,,
499,Star,Unknown,53.31268879,0.86620387,,,,280,,,,,,Cas,8.15,0.134,,
500,Star,Unknown,55.05996069,0.87620297,,,,281,,,,,,Cas,8.45,1.655,,
501,Star,Unknown,19.38149604,0.87642728,,,,282,,,,,,Peg,7.92,1.408,,
502,Star,Unknown,12.35682055,0.877118,,,,283,,,,,,Peg,7.45,0.353,,
503,Star,Unknown,-65.82750503,0.878474,,,,284,,,,,,Tuc,9.01,0.956,,
504,Star,Unknown,-35.60222969,0.88084109,,,,285,,,,,,Scl,8.55,1.212,,
505,Star,Unknown,78.71782598,0.88150706,,,,286,,,,,,Cep,9.23,1.006,,
506,Star,Unknown,-13.22729208,0.88585382,,,,287,,,,,,Cet,9.16,1.538,,
507,Star,Unknown,42.35210606,0.88908471,,,,288,,,,,,And,7.9,1.071,,
508,Star,Unknown,-51.80909975,0.90238138,,,,289,,,,,,Phe,8.68,1.011,,
509,Star,Unknown,-31.0941366,0.90438013,,,,290,,,,,,Scl,7.78,0.563,,
510,Star,Unknown,-28.41713701,0.90457362,,,,291,,,,,,Scl,8.21,-0.123,,
511,Star,Unknown,70.30602855,0.90878424,,,,292,,,,,,Cep,8.11,-0.019,,
512,Star,Unknown,-57.16446242,0.91601461,,,,293,,,,,,Phe,8.29,0.488,,
513,Star,Unknown,3.90697339,0.91709908,,,,294,,,,,,Psc,7.89,0.401,,
514,Star,Unknown,-41.0958852,0.91870509,,,,295,,,,,,Phe,9.67,0.397,,
515,Star,Unknown,-28.39619559,0.92285275,,,,296,,,,,,Scl,8.24,0.78,,
516,Star,Unknown,48.43690676,0.92435158,,,,297,,,,,,And,6.8,0.06,,
517,Star,Unknown,13.36516634,0.92702365,,,,298,,,,,,Peg,8.18,1.015,,
518,Star,Unknown,-63.60066661,0.93373861,,,,299,,,,,,Tuc,8.44,0.508,,
519,Star,Unknown,-17.33598771,0.93495762,,,2 Cet,301,,,,,,Cet,4.55,-0.047,,
520,Star,Unknown,42.02352224,0.93515893,,,,300,,,,,,And,7.45,0.244,,
521,Star,Unknown,66.71218292,0.96516239,,,,302,,,,,,Cas;Cep,6.31,1.629,,
522,Star,Unknown,57.37827755,0.96930336,,,,303,,,,,,Cas,8.15,0.316,,
523,Star,Unknown,22.2960473,0.96979117,,,,304,,,,,,Peg,8.27,0.136,,
524,Star,Unknown,-28.39381227,0.97230766,,,,305,,,,,,Scl,7.66,0.741,,
525,Star,Unknown,-57.83050043,0.97542581,,,,306,,,,,,Tuc;Phe,8.59,0.616,,
526,Star,Unknown,-42.55948364,0.98001043,,,,307,,,,,,Phe,11.55,1.26,,
527,Star,Unknown,14.37886425,0.98373886,,,,308,,,,,,Peg,7.09,0.303,,
528,Star,Unknown,-45.288616,0.98594078,,,,309,,,,,,Phe,8.54,0.23,,
529,Star,Unknown,-43.19181318,0.98776442,,,,310,,,,,,Phe,9.58,0.7,,
530,Star,Unknown,36.97025591,0.98763466,,,,311,,,,,,And,8.44,0.456,,
531,Star,Unknown,61.10363583,0.98959146,,,,312,,,,,,Cas,8.59,0.36,,
532,Star,Unknown,-48.12518542,0.99118777,,,,313,,,,,,Phe,8.01,0.406,,
533,Star,Unknown,20.95372919,0.99164172,,,,314,,,,,,Peg,8.29,0.54,,
534,Star,Unknown,-71.2787165,0.99226508,,,,315,,,,,,Tuc,9.62,0.657,,
535,Star,Unknown,12.14579708,1.00104116,,,,316,,,,,,Peg,7.26,0.355,,
536,Star,Unknown,-80.39511538,1.00333029,,,,317,,,,,,Oct,7.91,0.314,,
537,Star,Unknown,-38.59475382,1.00964778,,,,318,,,,,,Scl,9.45,1.115,,
538,Star,Unknown,62.22195019,1.01580661,,,,319,,,,,,Cas,8.19,0.26,,
539,Star,Unknown,-16.9976418,1.02135321,,,,320,,,,,,Cet,12.14,,,
540,Star,Unknown,-25.89266337,1.03296906,,,,321,,,,,,Scl,8.93,0.607,,
541,Star,Unknown,56.92098338,1.03510472,,,,322,,,,,,Cas,7.65,0.992,,
542,Star,Unknown,17.43664346,1.04240492,,,,324,,,,,,Peg,8.53,0.491,,
543,Star,Unknown,49.87018067,1.04269774,,,,323,,,,,,Cas,7.38,1.003,,
544,Star,Unknown,39.1199022,1.04397341,,,,325,,,,,,And,8.56,0.615,,
545,Star,Unknown,11.26437465,1.0448264,,,,326,,,,,,Peg,8.76,1.692,,
546,Star,Unknown,-4.92611155,1.04622014,,,,327,,,,,,Psc,9.56,0.39,,
547,Star,Unknown,-30.13491284,1.04959221,,,,328,,,,,,Scl,7.09,-0.085,,
548,Star,Unknown,-10.14111743,1.05172922,,,,329,,,,,,Cet,9.83,0.699,,
549,Star,Unknown,62.2876637,1.05692695,,,9 Cas,330,,,,,,Cas,5.9,0.274,,
550,Star,Unknown,-26.95238535,1.05953277,,,,331,,,,,,Scl,10.8,0.882,,
551,Star,Unknown,-34.41471581,1.0610331,,,,332,,,,,,Scl,8.41,0.563,,
552,Star,Unknown,-17.42489042,1.06301316,,,,333,,,,,,Cet,9.05,0.16,,
553,Star,Unknown,60.15501525,1.06383501,,,,334,,,,,,Cas,8.79,0.08,,
554,Star,Unknown,14.08153769,1.06606995,,,,335,,,,,,Peg,8.88,0.253,,
555,Star,Unknown,65.15298677,1.06663178,,,,336,,,,,,Cas,7.59,1.68,,
556,Star,Unknown,-25.9154517,1.06688604,,,,337,,,,,,Scl,9.6,0.75,,
557,Star,Unknown,66.34912577,1.06734521,,,,338,,,,,,Cas,10.66,1.45,,
558,Star,Unknown,-59.31519061,1.06881767,,,,339,,,,,,Tuc,8.55,0.037,,
559,Star,Unknown,-43.98845664,1.07385149,,,,340,,,,,,Phe,8.11,0.484,,
560,Star,Unknown,-23.25396474,1.07749703,,,,341,,,,,,Cet,9.44,1.069,,
561,Star,Unknown,-20.56887147,1.07905906,,,,342,,,,,,Cet,9.6,0.549,,
562,Star,Unknown,-16.52903618,1.08247517,,,,343,,,,,,Cet,5.78,1.084,,
563,Star,Unknown,40.10994839,1.08363478,,,,344,,,,,,And,10.66,1.5,,
564,Star,Unknown,-29.2688217,1.08465585,,,,345,,,,,,Scl,6.38,0.006,,
565,Star,Unknown,-53.90943409,1.08805508,,,,346,,,,,,Phe,8.8,1.031,,
566,Star,Unknown,54.27459115,1.08872964,,,,347,,,,,,Cas,7.79,-0.089,,
567,Star,Unknown,12.95729244,1.089593,,,,348,,,,,,Peg,8.6,0.64,,
568,Star,Unknown,-29.3815729,1.09545206,,,,349,,,,,,Scl,7.77,-0.058,,
569,Star,Unknown,-57.32269441,1.09914303,,,,350,,,,,,Phe,10.37,1.1,,
570,Star,Unknown,-47.06804775,1.10366923,,,,351,,,,,,Phe,9.8,0.855,,
571,Star,Unknown,58.06869221,1.1121099,,,,352,,,,,,Cas,10.42,0.8,,
572,Star,Unknown,-44.56728958,1.11182891,,,,353,,,,,,Phe,11.63,0.971,,
573,Star,Unknown,51.8292916,1.12335143,,,,354,,,,,,Cas,9.22,1.001,,
574,Star,Unknown,-10.5095233,1.12549376,,,3 Cet,355,,,,,,Cet,4.99,1.619,,
575,Star,Unknown,-6.9653791,1.12559774,,,,356,,,,,,Cet,8.43,0.611,,
576,Star,Unknown,-72.89732067,1.12728753,,,,357,,,,,,Tuc,7.33,0.444,,
577,Star,Unknown,-76.34649206,1.13951816,,,,358,,,,,,Oct,8.93,1.025,,
578,Star,Unknown,-76.87357395,1.14616857,,,,359,,,,,,Oct,9.09,0.639,,
579,Star,Unknown,71.96854327,1.14548856,,,,360,,,,,,Cep,9.26,1.162,,
580,Star,Unknown,-71.69500601,1.14788399,,,,361,,,,,,Tuc,8.73,1.036,,
581,Star,Unknown,-19.43789263,1.15061437,,,,362,,,,,,Cet,9.18,1.169,,
582,Star,Unknown,43.55131238,1.15169409,,,,363,,,,,,And,8.12,2.53,,
583,Star,Unknown,-15.88922835,1.15202694,,,,364,,,,,,Cet,9.26,1.149,,
584,Star,Unknown,-31.16904991,1.15250006,,,,366,,,,,,Scl,8.94,1.181,,
585,Star,Unknown,42.09253054,1.15244468,,,,365,,,,,,And,6.11,0.159,,
586,Star,Unknown,-81.34531802,1.15563591,,,,367,,,,,,Oct;Hyi,9.13,0.239,,
587,Star,Unknown,2.93722808,1.15612611,,,,368,,,,,,Psc,7.9,1.249,,
588,Star,Unknown,29.72227976,1.15889005,,,,369,,,,,,Peg,9.34,0.95,,
589,Star,Unknown,-51.58332894,1.15943973,,,,370,,,,,,Phe,7.13,1.26,,
590,Star,Unknown,-50.03592514,1.16039064,,,,371,,,,,,Phe,10.82,1.021,,
591,Star,Unknown,-70.40426031,1.16620281,,,,372,,,,,,Tuc,7.46,1.072,,
592,Star,Unknown,-8.18495322,1.1659828,,,,373,,,,,,Cet,8.72,1.508,,
593,Star,Unknown,34.26512413,1.16699797,,,,374,,,,,,And,7.02,1.1,,
594,Star,Unknown,34.27136004,1.16765668,,,,375,,,,,,And,9.08,,,
595,Star,Unknown,6.52244947,1.17139606,,,,376,,,,,,Psc,8.37,0.881,,
596,Star,Unknown,-71.43689145,1.17211746,,,,377,,,,,,Tuc,5.59,-0.1,,
597,Star,Unknown,14.96523349,1.17193795,,,,378,,,,,,Peg,7.37,0.422,,
598,Star,Unknown,67.16644546,1.17492163,,,,379,,,,,,Cep,5.68,1.051,,
599,Star,Unknown,17.06973501,1.17814951,,,,380,,,,,,Peg,8.56,0.792,,
600,Star,Unknown,51.53383785,1.18522671,,,,381,,,,,,Cas,8.72,-0.014,,
